Node 1,Node 2,Weight,Count 1,Count 2
"baroudjian, b","chaouat, m",1,1,1
"baroudjian, b","boccara, d",1,1,1
"battistella, m","lebbé, c",1,1,1
"battistella, m","chaouat, m",1,1,1
"battistella, m","boccara, d",1,1,1
"chaouat, m","lebbé, c",1,1,1
"boccara, d","lebbé, c",1,1,1
"boccara, d","chaouat, m",1,1,1
"fang, n","li, wh",1,1,3
"li, wh","zhang, jf",1,3,2
"li, wh","yu, yl",1,3,2
"li, wh","wang, xk",1,3,5
"ge, dd","li, wh",1,1,3
"fang, n","zhang, jf",1,1,2
"fang, n","yu, yl",1,1,2
"fang, n","wang, xk",1,1,5
"fang, n","ge, dd",1,1,1
"yu, yl","zhang, jf",1,2,2
"wang, xk","zhang, jf",1,5,2
"ge, dd","zhang, jf",1,1,2
"wang, xk","yu, yl",1,5,2
"ge, dd","yu, yl",1,1,2
"ge, dd","wang, xk",1,1,5
"agarvas, ar","sparla, r",1,1,1
"agarvas, ar","atkins, jl",1,1,1
"agarvas, ar","altamura, c",1,1,1
"agarvas, ar","anderson, t",1,1,2
"agarvas, ar","asicioglu, e",1,1,1
"agarvas, ar","bassols, j",1,1,1
"agarvas, ar","lópez-bermejo, a",1,1,1
"agarvas, ar","dvoráková, hm",1,1,1
"agarvas, ar","fernández-real, jm",1,1,1
"agarvas, ar","hochmayr, c",1,1,1
"agarvas, ar","knoflach, m",1,1,1
"agarvas, ar","milicevic, jk",1,1,1
"agarvas, ar","lai, sl",1,1,1
"agarvas, ar","moreno-navarrete, jm",1,1,1
"agarvas, ar","pawlak, d",1,1,1
"agarvas, ar","pawlak, k",1,1,1
"agarvas, ar","syrovatka, p",1,1,1
"agarvas, ar","formanowicz, d",1,1,1
"agarvas, ar","kraml, p",1,1,1
"agarvas, ar","valdivielso, jm",1,1,1
"agarvas, ar","valenti, l",1,1,1
"agarvas, ar","muckenthaler, mu",1,1,1
"atkins, jl","sparla, r",1,1,1
"altamura, c","sparla, r",1,1,1
"anderson, t","sparla, r",1,2,1
"asicioglu, e","sparla, r",1,1,1
"bassols, j","sparla, r",1,1,1
"lópez-bermejo, a","sparla, r",1,1,1
"dvoráková, hm","sparla, r",1,1,1
"fernández-real, jm","sparla, r",1,1,1
"hochmayr, c","sparla, r",1,1,1
"knoflach, m","sparla, r",1,1,1
"milicevic, jk","sparla, r",1,1,1
"lai, sl","sparla, r",1,1,1
"moreno-navarrete, jm","sparla, r",1,1,1
"pawlak, d","sparla, r",1,1,1
"pawlak, k","sparla, r",1,1,1
"sparla, r","syrovatka, p",1,1,1
"formanowicz, d","sparla, r",1,1,1
"kraml, p","sparla, r",1,1,1
"sparla, r","valdivielso, jm",1,1,1
"sparla, r","valenti, l",1,1,1
"muckenthaler, mu","sparla, r",1,1,1
"altamura, c","atkins, jl",1,1,1
"anderson, t","atkins, jl",1,2,1
"asicioglu, e","atkins, jl",1,1,1
"atkins, jl","bassols, j",1,1,1
"atkins, jl","lópez-bermejo, a",1,1,1
"atkins, jl","dvoráková, hm",1,1,1
"atkins, jl","fernández-real, jm",1,1,1
"atkins, jl","hochmayr, c",1,1,1
"atkins, jl","knoflach, m",1,1,1
"atkins, jl","milicevic, jk",1,1,1
"atkins, jl","lai, sl",1,1,1
"atkins, jl","moreno-navarrete, jm",1,1,1
"atkins, jl","pawlak, d",1,1,1
"atkins, jl","pawlak, k",1,1,1
"atkins, jl","syrovatka, p",1,1,1
"atkins, jl","formanowicz, d",1,1,1
"atkins, jl","kraml, p",1,1,1
"atkins, jl","valdivielso, jm",1,1,1
"atkins, jl","valenti, l",1,1,1
"atkins, jl","muckenthaler, mu",1,1,1
"altamura, c","anderson, t",1,1,2
"altamura, c","asicioglu, e",1,1,1
"altamura, c","bassols, j",1,1,1
"altamura, c","lópez-bermejo, a",1,1,1
"altamura, c","dvoráková, hm",1,1,1
"altamura, c","fernández-real, jm",1,1,1
"altamura, c","hochmayr, c",1,1,1
"altamura, c","knoflach, m",1,1,1
"altamura, c","milicevic, jk",1,1,1
"altamura, c","lai, sl",1,1,1
"altamura, c","moreno-navarrete, jm",1,1,1
"altamura, c","pawlak, d",1,1,1
"altamura, c","pawlak, k",1,1,1
"altamura, c","syrovatka, p",1,1,1
"altamura, c","formanowicz, d",1,1,1
"altamura, c","kraml, p",1,1,1
"altamura, c","valdivielso, jm",1,1,1
"altamura, c","valenti, l",1,1,1
"altamura, c","muckenthaler, mu",1,1,1
"anderson, t","asicioglu, e",1,2,1
"anderson, t","bassols, j",1,2,1
"anderson, t","lópez-bermejo, a",1,2,1
"anderson, t","dvoráková, hm",1,2,1
"anderson, t","fernández-real, jm",1,2,1
"anderson, t","hochmayr, c",1,2,1
"anderson, t","knoflach, m",1,2,1
"anderson, t","milicevic, jk",1,2,1
"anderson, t","lai, sl",1,2,1
"anderson, t","moreno-navarrete, jm",1,2,1
"anderson, t","pawlak, d",1,2,1
"anderson, t","pawlak, k",1,2,1
"anderson, t","syrovatka, p",1,2,1
"anderson, t","formanowicz, d",1,2,1
"anderson, t","kraml, p",1,2,1
"anderson, t","valdivielso, jm",1,2,1
"anderson, t","valenti, l",1,2,1
"anderson, t","muckenthaler, mu",1,2,1
"asicioglu, e","bassols, j",1,1,1
"asicioglu, e","lópez-bermejo, a",1,1,1
"asicioglu, e","dvoráková, hm",1,1,1
"asicioglu, e","fernández-real, jm",1,1,1
"asicioglu, e","hochmayr, c",1,1,1
"asicioglu, e","knoflach, m",1,1,1
"asicioglu, e","milicevic, jk",1,1,1
"asicioglu, e","lai, sl",1,1,1
"asicioglu, e","moreno-navarrete, jm",1,1,1
"asicioglu, e","pawlak, d",1,1,1
"asicioglu, e","pawlak, k",1,1,1
"asicioglu, e","syrovatka, p",1,1,1
"asicioglu, e","formanowicz, d",1,1,1
"asicioglu, e","kraml, p",1,1,1
"asicioglu, e","valdivielso, jm",1,1,1
"asicioglu, e","valenti, l",1,1,1
"asicioglu, e","muckenthaler, mu",1,1,1
"bassols, j","lópez-bermejo, a",1,1,1
"bassols, j","dvoráková, hm",1,1,1
"bassols, j","fernández-real, jm",1,1,1
"bassols, j","hochmayr, c",1,1,1
"bassols, j","knoflach, m",1,1,1
"bassols, j","milicevic, jk",1,1,1
"bassols, j","lai, sl",1,1,1
"bassols, j","moreno-navarrete, jm",1,1,1
"bassols, j","pawlak, d",1,1,1
"bassols, j","pawlak, k",1,1,1
"bassols, j","syrovatka, p",1,1,1
"bassols, j","formanowicz, d",1,1,1
"bassols, j","kraml, p",1,1,1
"bassols, j","valdivielso, jm",1,1,1
"bassols, j","valenti, l",1,1,1
"bassols, j","muckenthaler, mu",1,1,1
"dvoráková, hm","lópez-bermejo, a",1,1,1
"fernández-real, jm","lópez-bermejo, a",1,1,1
"hochmayr, c","lópez-bermejo, a",1,1,1
"knoflach, m","lópez-bermejo, a",1,1,1
"lópez-bermejo, a","milicevic, jk",1,1,1
"lai, sl","lópez-bermejo, a",1,1,1
"lópez-bermejo, a","moreno-navarrete, jm",1,1,1
"lópez-bermejo, a","pawlak, d",1,1,1
"lópez-bermejo, a","pawlak, k",1,1,1
"lópez-bermejo, a","syrovatka, p",1,1,1
"formanowicz, d","lópez-bermejo, a",1,1,1
"kraml, p","lópez-bermejo, a",1,1,1
"lópez-bermejo, a","valdivielso, jm",1,1,1
"lópez-bermejo, a","valenti, l",1,1,1
"lópez-bermejo, a","muckenthaler, mu",1,1,1
"dvoráková, hm","fernández-real, jm",1,1,1
"dvoráková, hm","hochmayr, c",1,1,1
"dvoráková, hm","knoflach, m",1,1,1
"dvoráková, hm","milicevic, jk",1,1,1
"dvoráková, hm","lai, sl",1,1,1
"dvoráková, hm","moreno-navarrete, jm",1,1,1
"dvoráková, hm","pawlak, d",1,1,1
"dvoráková, hm","pawlak, k",1,1,1
"dvoráková, hm","syrovatka, p",1,1,1
"dvoráková, hm","formanowicz, d",1,1,1
"dvoráková, hm","kraml, p",1,1,1
"dvoráková, hm","valdivielso, jm",1,1,1
"dvoráková, hm","valenti, l",1,1,1
"dvoráková, hm","muckenthaler, mu",1,1,1
"fernández-real, jm","hochmayr, c",1,1,1
"fernández-real, jm","knoflach, m",1,1,1
"fernández-real, jm","milicevic, jk",1,1,1
"fernández-real, jm","lai, sl",1,1,1
"fernández-real, jm","moreno-navarrete, jm",1,1,1
"fernández-real, jm","pawlak, d",1,1,1
"fernández-real, jm","pawlak, k",1,1,1
"fernández-real, jm","syrovatka, p",1,1,1
"fernández-real, jm","formanowicz, d",1,1,1
"fernández-real, jm","kraml, p",1,1,1
"fernández-real, jm","valdivielso, jm",1,1,1
"fernández-real, jm","valenti, l",1,1,1
"fernández-real, jm","muckenthaler, mu",1,1,1
"hochmayr, c","knoflach, m",1,1,1
"hochmayr, c","milicevic, jk",1,1,1
"hochmayr, c","lai, sl",1,1,1
"hochmayr, c","moreno-navarrete, jm",1,1,1
"hochmayr, c","pawlak, d",1,1,1
"hochmayr, c","pawlak, k",1,1,1
"hochmayr, c","syrovatka, p",1,1,1
"formanowicz, d","hochmayr, c",1,1,1
"hochmayr, c","kraml, p",1,1,1
"hochmayr, c","valdivielso, jm",1,1,1
"hochmayr, c","valenti, l",1,1,1
"hochmayr, c","muckenthaler, mu",1,1,1
"knoflach, m","milicevic, jk",1,1,1
"knoflach, m","lai, sl",1,1,1
"knoflach, m","moreno-navarrete, jm",1,1,1
"knoflach, m","pawlak, d",1,1,1
"knoflach, m","pawlak, k",1,1,1
"knoflach, m","syrovatka, p",1,1,1
"formanowicz, d","knoflach, m",1,1,1
"knoflach, m","kraml, p",1,1,1
"knoflach, m","valdivielso, jm",1,1,1
"knoflach, m","valenti, l",1,1,1
"knoflach, m","muckenthaler, mu",1,1,1
"lai, sl","milicevic, jk",1,1,1
"milicevic, jk","moreno-navarrete, jm",1,1,1
"milicevic, jk","pawlak, d",1,1,1
"milicevic, jk","pawlak, k",1,1,1
"milicevic, jk","syrovatka, p",1,1,1
"formanowicz, d","milicevic, jk",1,1,1
"kraml, p","milicevic, jk",1,1,1
"milicevic, jk","valdivielso, jm",1,1,1
"milicevic, jk","valenti, l",1,1,1
"milicevic, jk","muckenthaler, mu",1,1,1
"lai, sl","moreno-navarrete, jm",1,1,1
"lai, sl","pawlak, d",1,1,1
"lai, sl","pawlak, k",1,1,1
"lai, sl","syrovatka, p",1,1,1
"formanowicz, d","lai, sl",1,1,1
"kraml, p","lai, sl",1,1,1
"lai, sl","valdivielso, jm",1,1,1
"lai, sl","valenti, l",1,1,1
"lai, sl","muckenthaler, mu",1,1,1
"moreno-navarrete, jm","pawlak, d",1,1,1
"moreno-navarrete, jm","pawlak, k",1,1,1
"moreno-navarrete, jm","syrovatka, p",1,1,1
"formanowicz, d","moreno-navarrete, jm",1,1,1
"kraml, p","moreno-navarrete, jm",1,1,1
"moreno-navarrete, jm","valdivielso, jm",1,1,1
"moreno-navarrete, jm","valenti, l",1,1,1
"moreno-navarrete, jm","muckenthaler, mu",1,1,1
"pawlak, d","pawlak, k",1,1,1
"pawlak, d","syrovatka, p",1,1,1
"formanowicz, d","pawlak, d",1,1,1
"kraml, p","pawlak, d",1,1,1
"pawlak, d","valdivielso, jm",1,1,1
"pawlak, d","valenti, l",1,1,1
"muckenthaler, mu","pawlak, d",1,1,1
"pawlak, k","syrovatka, p",1,1,1
"formanowicz, d","pawlak, k",1,1,1
"kraml, p","pawlak, k",1,1,1
"pawlak, k","valdivielso, jm",1,1,1
"pawlak, k","valenti, l",1,1,1
"muckenthaler, mu","pawlak, k",1,1,1
"formanowicz, d","syrovatka, p",1,1,1
"kraml, p","syrovatka, p",1,1,1
"syrovatka, p","valdivielso, jm",1,1,1
"syrovatka, p","valenti, l",1,1,1
"muckenthaler, mu","syrovatka, p",1,1,1
"formanowicz, d","kraml, p",1,1,1
"formanowicz, d","valdivielso, jm",1,1,1
"formanowicz, d","valenti, l",1,1,1
"formanowicz, d","muckenthaler, mu",1,1,1
"kraml, p","valdivielso, jm",1,1,1
"kraml, p","valenti, l",1,1,1
"kraml, p","muckenthaler, mu",1,1,1
"valdivielso, jm","valenti, l",1,1,1
"muckenthaler, mu","valdivielso, jm",1,1,1
"muckenthaler, mu","valenti, l",1,1,1
"zhai, jh","zhang, ym",1,1,3
"dong, jw","zhai, jh",1,1,1
"wang, t","zhai, jh",1,10,1
"liu, r","zhai, jh",1,4,1
"dong, jw","zhang, ym",1,1,3
"wang, t","zhang, ym",1,10,3
"liu, r","zhang, ym",1,4,3
"dong, jw","wang, t",1,1,10
"dong, jw","liu, r",1,1,4
"liu, r","wang, t",1,4,10
"apeiranthitis, s","drosos, c",1,1,1
"apeiranthitis, s","chatzopoulos, a",1,1,1
"apeiranthitis, s","papoutsidakis, m",1,1,1
"apeiranthitis, s","pallis, e",1,1,1
"chatzopoulos, a","drosos, c",1,1,1
"drosos, c","papoutsidakis, m",1,1,1
"drosos, c","pallis, e",1,1,1
"chatzopoulos, a","papoutsidakis, m",1,1,1
"chatzopoulos, a","pallis, e",1,1,1
"pallis, e","papoutsidakis, m",1,1,1
"nasrollahizadeh, a","rahmati, s",1,1,1
"chahkand, msg","nasrollahizadeh, a",1,1,1
"moallem, fe","nasrollahizadeh, a",1,1,1
"azarm, e","nasrollahizadeh, a",1,1,1
"dadkhah, pa","nasrollahizadeh, a",1,1,1
"karimi, m","nasrollahizadeh, a",1,1,1
"amini-salehi, e","nasrollahizadeh, a",1,2,1
"karimi, ma","nasrollahizadeh, a",1,2,1
"chahkand, msg","rahmati, s",1,1,1
"moallem, fe","rahmati, s",1,1,1
"azarm, e","rahmati, s",1,1,1
"dadkhah, pa","rahmati, s",1,1,1
"karimi, m","rahmati, s",1,1,1
"amini-salehi, e","rahmati, s",1,2,1
"karimi, ma","rahmati, s",1,2,1
"chahkand, msg","moallem, fe",1,1,1
"azarm, e","chahkand, msg",1,1,1
"chahkand, msg","dadkhah, pa",1,1,1
"chahkand, msg","karimi, m",1,1,1
"amini-salehi, e","chahkand, msg",1,2,1
"chahkand, msg","karimi, ma",1,1,2
"azarm, e","moallem, fe",1,1,1
"dadkhah, pa","moallem, fe",1,1,1
"karimi, m","moallem, fe",1,1,1
"amini-salehi, e","moallem, fe",1,2,1
"karimi, ma","moallem, fe",1,2,1
"azarm, e","dadkhah, pa",1,1,1
"azarm, e","karimi, m",1,1,1
"amini-salehi, e","azarm, e",1,2,1
"azarm, e","karimi, ma",1,1,2
"dadkhah, pa","karimi, m",1,1,1
"amini-salehi, e","dadkhah, pa",1,2,1
"dadkhah, pa","karimi, ma",1,1,2
"amini-salehi, e","karimi, m",1,2,1
"karimi, m","karimi, ma",1,1,2
"amini-salehi, e","karimi, ma",1,2,2
"schmidt, d","yang, qj",1,1,1
"schmidt, d","vanhoudt, d",1,1,1
"schmidt, d","widl, e",1,1,1
"langroudi, p","schmidt, d",1,1,1
"schmidt, d","vallee, m",1,1,1
"jallal, ma","schmidt, d",1,1,1
"muschick, d","schmidt, d",1,1,1
"gölles, m","schmidt, d",1,1,1
"kaisermayer, v","schmidt, d",1,1,1
"schmidt, d","tunzi, m",1,1,1
"vanhoudt, d","yang, qj",1,1,1
"widl, e","yang, qj",1,1,1
"langroudi, p","yang, qj",1,1,1
"vallee, m","yang, qj",1,1,1
"jallal, ma","yang, qj",1,1,1
"muschick, d","yang, qj",1,1,1
"gölles, m","yang, qj",1,1,1
"kaisermayer, v","yang, qj",1,1,1
"tunzi, m","yang, qj",1,1,1
"vanhoudt, d","widl, e",1,1,1
"langroudi, p","vanhoudt, d",1,1,1
"vallee, m","vanhoudt, d",1,1,1
"jallal, ma","vanhoudt, d",1,1,1
"muschick, d","vanhoudt, d",1,1,1
"gölles, m","vanhoudt, d",1,1,1
"kaisermayer, v","vanhoudt, d",1,1,1
"tunzi, m","vanhoudt, d",1,1,1
"langroudi, p","widl, e",1,1,1
"vallee, m","widl, e",1,1,1
"jallal, ma","widl, e",1,1,1
"muschick, d","widl, e",1,1,1
"gölles, m","widl, e",1,1,1
"kaisermayer, v","widl, e",1,1,1
"tunzi, m","widl, e",1,1,1
"langroudi, p","vallee, m",1,1,1
"jallal, ma","langroudi, p",1,1,1
"langroudi, p","muschick, d",1,1,1
"gölles, m","langroudi, p",1,1,1
"kaisermayer, v","langroudi, p",1,1,1
"langroudi, p","tunzi, m",1,1,1
"jallal, ma","vallee, m",1,1,1
"muschick, d","vallee, m",1,1,1
"gölles, m","vallee, m",1,1,1
"kaisermayer, v","vallee, m",1,1,1
"tunzi, m","vallee, m",1,1,1
"jallal, ma","muschick, d",1,1,1
"gölles, m","jallal, ma",1,1,1
"jallal, ma","kaisermayer, v",1,1,1
"jallal, ma","tunzi, m",1,1,1
"gölles, m","muschick, d",1,1,1
"kaisermayer, v","muschick, d",1,1,1
"muschick, d","tunzi, m",1,1,1
"gölles, m","kaisermayer, v",1,1,1
"gölles, m","tunzi, m",1,1,1
"kaisermayer, v","tunzi, m",1,1,1
"liu, cjs","wang, sb",1,1,2
"liu, cjs","su, py",1,1,1
"hsieh, yp","liu, cjs",1,1,1
"liu, cjs","wang, hy",1,1,8
"su, py","wang, sb",1,1,2
"hsieh, yp","wang, sb",1,1,2
"wang, hy","wang, sb",1,8,2
"hsieh, yp","su, py",1,1,1
"su, py","wang, hy",1,1,8
"hsieh, yp","wang, hy",1,1,8
"bottaro, a","fazio, m",1,1,1
"fazio, m","nasso, me",1,1,1
"fazio, m","stagno, f",1,1,2
"allegra, a","fazio, m",1,2,1
"bottaro, a","nasso, me",1,1,1
"bottaro, a","stagno, f",1,1,2
"allegra, a","bottaro, a",1,2,1
"nasso, me","stagno, f",1,1,2
"allegra, a","nasso, me",1,2,1
"graham, a","hökkä, m",1,1,1
"graham, a","pramila-savukoski, s",1,1,1
"flinkkilä, ml","graham, a",1,1,1
"graham, a","tomietto, m",1,1,1
"graham, a","mikkonen, k",1,1,1
"hökkä, m","pramila-savukoski, s",1,1,1
"flinkkilä, ml","hökkä, m",1,1,1
"hökkä, m","tomietto, m",1,1,1
"hökkä, m","mikkonen, k",1,1,1
"flinkkilä, ml","pramila-savukoski, s",1,1,1
"pramila-savukoski, s","tomietto, m",1,1,1
"mikkonen, k","pramila-savukoski, s",1,1,1
"flinkkilä, ml","tomietto, m",1,1,1
"flinkkilä, ml","mikkonen, k",1,1,1
"mikkonen, k","tomietto, m",1,1,1
"fabregas, a","montesinos, gfd",1,1,1
"fabregas, a","vazquez, a",1,1,1
"fabregas, a","lara, nim",1,1,1
"fabregas, a","rodríguez, dv",1,1,1
"benn, l","fabregas, a",1,1,1
"montesinos, gfd","vazquez, a",1,1,1
"lara, nim","montesinos, gfd",1,1,1
"montesinos, gfd","rodríguez, dv",1,1,1
"benn, l","montesinos, gfd",1,1,1
"lara, nim","vazquez, a",1,1,1
"rodríguez, dv","vazquez, a",1,1,1
"benn, l","vazquez, a",1,1,1
"lara, nim","rodríguez, dv",1,1,1
"benn, l","lara, nim",1,1,1
"benn, l","rodríguez, dv",1,1,1
"sun, z","tian, t",1,1,2
"hu, hf","sun, z",1,3,1
"he, y","sun, z",1,6,1
"shangguan, mj","sun, z",1,1,1
"sun, z","yu, t",1,1,5
"sun, z","yang, qs",1,1,3
"chen, ml","sun, z",1,2,1
"sun, z","wang, xw",1,1,5
"chen, yf","sun, z",1,2,1
"sun, z","yao, kz",1,1,1
"sun, z","zheng, y",1,1,8
"qian, y","sun, z",1,1,1
"dou, my","sun, z",1,1,1
"sun, z","xu, jh",1,1,4
"li, q","sun, z",1,11,1
"sun, z","wu, gj",1,1,1
"li, xl","sun, z",1,4,1
"hu, hf","tian, t",1,3,2
"he, y","tian, t",1,6,2
"shangguan, mj","tian, t",1,1,2
"tian, t","yu, t",1,2,5
"tian, t","yang, qs",1,2,3
"chen, ml","tian, t",1,2,2
"tian, t","wang, xw",1,2,5
"chen, yf","tian, t",1,2,2
"tian, t","yao, kz",1,2,1
"tian, t","zheng, y",1,2,8
"qian, y","tian, t",1,1,2
"dou, my","tian, t",1,1,2
"tian, t","xu, jh",1,2,4
"li, q","tian, t",1,11,2
"tian, t","wu, gj",1,2,1
"li, xl","tian, t",1,4,2
"he, y","hu, hf",1,6,3
"hu, hf","shangguan, mj",1,3,1
"hu, hf","yu, t",1,3,5
"hu, hf","yang, qs",1,3,3
"chen, ml","hu, hf",1,2,3
"hu, hf","wang, xw",1,3,5
"chen, yf","hu, hf",1,2,3
"hu, hf","yao, kz",1,3,1
"hu, hf","zheng, y",1,3,8
"hu, hf","qian, y",1,3,1
"dou, my","hu, hf",1,1,3
"hu, hf","xu, jh",1,3,4
"hu, hf","li, q",1,3,11
"hu, hf","wu, gj",1,3,1
"hu, hf","li, xl",1,3,4
"he, y","shangguan, mj",1,6,1
"he, y","yu, t",1,6,5
"he, y","yang, qs",1,6,3
"chen, ml","he, y",1,2,6
"he, y","wang, xw",1,6,5
"chen, yf","he, y",1,2,6
"he, y","yao, kz",1,6,1
"he, y","zheng, y",1,6,8
"he, y","qian, y",1,6,1
"dou, my","he, y",1,1,6
"he, y","xu, jh",1,6,4
"he, y","li, q",1,6,11
"he, y","wu, gj",1,6,1
"he, y","li, xl",1,6,4
"shangguan, mj","yu, t",1,1,5
"shangguan, mj","yang, qs",1,1,3
"chen, ml","shangguan, mj",1,2,1
"shangguan, mj","wang, xw",1,1,5
"chen, yf","shangguan, mj",1,2,1
"shangguan, mj","yao, kz",1,1,1
"shangguan, mj","zheng, y",1,1,8
"qian, y","shangguan, mj",1,1,1
"dou, my","shangguan, mj",1,1,1
"shangguan, mj","xu, jh",1,1,4
"li, q","shangguan, mj",1,11,1
"shangguan, mj","wu, gj",1,1,1
"li, xl","shangguan, mj",1,4,1
"yang, qs","yu, t",1,3,5
"chen, ml","yu, t",1,2,5
"wang, xw","yu, t",1,5,5
"chen, yf","yu, t",1,2,5
"yao, kz","yu, t",1,1,5
"yu, t","zheng, y",1,5,8
"qian, y","yu, t",1,1,5
"dou, my","yu, t",1,1,5
"xu, jh","yu, t",1,4,5
"li, q","yu, t",1,11,5
"wu, gj","yu, t",1,1,5
"li, xl","yu, t",1,4,5
"chen, ml","yang, qs",1,2,3
"wang, xw","yang, qs",1,5,3
"chen, yf","yang, qs",1,2,3
"yang, qs","yao, kz",1,3,1
"yang, qs","zheng, y",1,3,8
"qian, y","yang, qs",1,1,3
"dou, my","yang, qs",1,1,3
"xu, jh","yang, qs",1,4,3
"li, q","yang, qs",1,11,3
"wu, gj","yang, qs",1,1,3
"li, xl","yang, qs",1,4,3
"chen, ml","wang, xw",1,2,5
"chen, ml","chen, yf",1,2,2
"chen, ml","yao, kz",1,2,1
"chen, ml","zheng, y",1,2,8
"chen, ml","qian, y",1,2,1
"chen, ml","dou, my",1,2,1
"chen, ml","xu, jh",1,2,4
"chen, ml","li, q",1,2,11
"chen, ml","wu, gj",1,2,1
"chen, ml","li, xl",1,2,4
"chen, yf","wang, xw",1,2,5
"wang, xw","yao, kz",1,5,1
"wang, xw","zheng, y",1,5,8
"qian, y","wang, xw",1,1,5
"dou, my","wang, xw",1,1,5
"wang, xw","xu, jh",1,5,4
"li, q","wang, xw",1,11,5
"wang, xw","wu, gj",1,5,1
"li, xl","wang, xw",1,4,5
"chen, yf","yao, kz",1,2,1
"chen, yf","zheng, y",1,2,8
"chen, yf","qian, y",1,2,1
"chen, yf","dou, my",1,2,1
"chen, yf","xu, jh",1,2,4
"chen, yf","li, q",1,2,11
"chen, yf","wu, gj",1,2,1
"chen, yf","li, xl",1,2,4
"yao, kz","zheng, y",1,1,8
"qian, y","yao, kz",1,1,1
"dou, my","yao, kz",1,1,1
"xu, jh","yao, kz",1,4,1
"li, q","yao, kz",1,11,1
"wu, gj","yao, kz",1,1,1
"li, xl","yao, kz",1,4,1
"qian, y","zheng, y",1,1,8
"dou, my","zheng, y",1,1,8
"li, q","zheng, y",1,11,8
"wu, gj","zheng, y",1,1,8
"li, xl","zheng, y",1,4,8
"dou, my","qian, y",1,1,1
"qian, y","xu, jh",1,1,4
"li, q","qian, y",1,11,1
"qian, y","wu, gj",1,1,1
"li, xl","qian, y",1,4,1
"dou, my","xu, jh",1,1,4
"dou, my","li, q",1,1,11
"dou, my","wu, gj",1,1,1
"dou, my","li, xl",1,1,4
"li, q","xu, jh",1,11,4
"wu, gj","xu, jh",1,1,4
"li, xl","xu, jh",1,4,4
"li, q","wu, gj",1,11,1
"li, q","li, xl",1,11,4
"li, xl","wu, gj",1,4,1
"agrawal, t","pal, s",1,1,1
"agrawal, t","rakshit, t",1,1,1
"pal, s","rakshit, t",1,1,1
"rocha, gsd","rodrigues, ld",1,1,1
"fornasier, f","rocha, gsd",1,1,1
"nicolini, jv","rocha, gsd",1,1,1
"ferraz, hc","rocha, gsd",1,1,1
"fornasier, f","rodrigues, ld",1,1,1
"nicolini, jv","rodrigues, ld",1,1,1
"ferraz, hc","rodrigues, ld",1,1,1
"fornasier, f","nicolini, jv",1,1,1
"ferraz, hc","fornasier, f",1,1,1
"ferraz, hc","nicolini, jv",1,1,1
"izadi, r","khosravi, m",1,1,1
"bastaki, k","dhieb, d",1,1,1
"tiwari, g","tiwari, r",1,1,1
"mundada, ab","tiwari, g",1,1,1
"mundada, pa","tiwari, g",1,1,1
"maheshwari, r","tiwari, g",1,1,1
"rudrangi, srs","tiwari, g",1,1,1
"porika, m","tiwari, g",1,1,1
"tippani, r","tiwari, g",1,1,1
"sharma, p","tiwari, g",1,4,1
"mundada, ab","tiwari, r",1,1,1
"mundada, pa","tiwari, r",1,1,1
"maheshwari, r","tiwari, r",1,1,1
"rudrangi, srs","tiwari, r",1,1,1
"porika, m","tiwari, r",1,1,1
"tippani, r","tiwari, r",1,1,1
"sharma, p","tiwari, r",1,4,1
"mundada, ab","mundada, pa",1,1,1
"maheshwari, r","mundada, ab",1,1,1
"mundada, ab","rudrangi, srs",1,1,1
"mundada, ab","porika, m",1,1,1
"mundada, ab","tippani, r",1,1,1
"mundada, ab","sharma, p",1,1,4
"maheshwari, r","mundada, pa",1,1,1
"mundada, pa","rudrangi, srs",1,1,1
"mundada, pa","porika, m",1,1,1
"mundada, pa","tippani, r",1,1,1
"mundada, pa","sharma, p",1,1,4
"maheshwari, r","rudrangi, srs",1,1,1
"maheshwari, r","porika, m",1,1,1
"maheshwari, r","tippani, r",1,1,1
"maheshwari, r","sharma, p",1,1,4
"porika, m","rudrangi, srs",1,1,1
"rudrangi, srs","tippani, r",1,1,1
"rudrangi, srs","sharma, p",1,1,4
"porika, m","tippani, r",1,1,1
"porika, m","sharma, p",1,1,4
"sharma, p","tippani, r",1,4,1
"duong, t","tran, d",1,2,1
"tran, d","wadi-ramahi, s",1,1,1
"bradley, d","tran, d",1,1,1
"chow, jcl","tran, d",1,3,1
"duong, t","wadi-ramahi, s",1,2,1
"bradley, d","duong, t",1,1,2
"chow, jcl","duong, t",1,3,2
"bradley, d","wadi-ramahi, s",1,1,1
"chow, jcl","wadi-ramahi, s",1,3,1
"bradley, d","chow, jcl",1,1,3
"carmo-fonseca, m","sousa-luís, r",1,1,1
"banda, m","bladon, s",1,1,1
"al-attar, m","banda, m",1,1,1
"banda, m","cahuantzi, r",1,1,1
"banda, m","jenkins, da",1,1,1
"banda, m","dixon, wg",1,1,1
"banda, m","van der veer, sn",1,1,1
"al-attar, m","bladon, s",1,1,1
"bladon, s","cahuantzi, r",1,1,1
"bladon, s","jenkins, da",1,1,1
"bladon, s","dixon, wg",1,1,1
"bladon, s","van der veer, sn",1,1,1
"al-attar, m","cahuantzi, r",1,1,1
"al-attar, m","jenkins, da",1,1,1
"al-attar, m","dixon, wg",1,1,1
"al-attar, m","van der veer, sn",1,1,1
"cahuantzi, r","jenkins, da",1,1,1
"cahuantzi, r","dixon, wg",1,1,1
